# DOT SELECT - EVERYTHING THE TRAIN-WINDOW SCREEN CUT, WITH THE CRITERION THAT CUT IT.
# SEED=0 book_size=297
# Screened on the RAW F0 scan. The 6,488/6,034 pre-filter is deliberately NOT applied: it uses full-sample agg_pf, folds_plus and trades computed over the months the screen is meant to validate against, so layering a train-only screen on it means the population was already selected with the answer.
signal_def,direction,train_trades,train_wins,train_PF,buckets_present,buckets_profitable,bucket_profit_frac,train_net,reject_criterion
Slope_EMA_LT:hi + VWAP_Dist_ATR:hi + PrevDay_Low_Side:==-1,SHORT,7,7,inf,2,2,1.0,334.9,trades 7 < 12
Slope_EMA_LT:hi + OR_Low_Dist_ATR:hi + Session_High_Dist_ATR:hi,LONG,6,4,0.5522,3,1,0.3333,-42.9,trades 6 < 12
Slope_EMA_ST:hi + Micro_IBSP:hi + OR_High_Side:==1,SHORT,14,11,1.1138,6,4,0.6667,26.1,train_PF 1.1138 < 2.0
Slope_EMA_ST:hi + Body_Size:lo + OR_Position:hi,SHORT,16,12,0.8137,5,3,0.6,-42.0,train_PF 0.8137 < 2.0
Slope_Accel_LT:lo + OBVf_DirStepCount:lo + Micro_Hurst:hi,LONG,6,6,inf,4,4,1.0,256.9,trades 6 < 12
Slope_Accel_LT:lo + Micro_BarOverlap:hi + WeeklyOpen_Dist_ATR:hi,LONG,2,2,inf,2,2,1.0,25.6,trades 2 < 12
Slope_Accel_LT:lo + Micro_HLAsymmetry:hi + ADX_Value:lo,SHORT,29,25,2.0252,5,2,0.4,382.6,bucket_profit_frac 0.400 < 0.667 (2/5)
Slope_Accel_LT:lo + Micro_OrderFlowDelta:hi + MultiDay_Slope:lo,LONG,6,6,inf,4,4,1.0,178.3,trades 6 < 12
Slope_Accel_LT:lo + ADX_Value:lo + VWAP_Sigma:hi,LONG,13,11,1.5619,4,4,1.0,139.3,train_PF 1.5619 < 2.0
Slope_Accel_LT:lo + Body_Size:hi + TChan_A15:lo,SHORT,3,3,inf,3,3,1.0,94.9,trades 3 < 12
Slope_Accel_ST:hi + Micro_GarmanKlass:lo + OR_Low_Side:==-1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
OBV_Macd:lo + Volume_Ratio_10:lo + Micro_WickImbalance:hi,LONG,7,7,inf,5,5,1.0,480.3,trades 7 < 12
OBV_Macd:lo + Momentum_Value:lo + D2D_DirStep:==-1,LONG,14,10,0.7908,6,3,0.5,-70.2,train_PF 0.7908 < 2.0
OBV_Macd:hi + PrevDay_Low_Dist_ATR:hi + VWAP_Z:hi,SHORT,7,5,1.0667,2,1,0.5,5.6,trades 7 < 12
OBV_Macd:lo + Lower_Wick:hi + WeeklyOpen_Side:==-1,LONG,65,53,1.9677,5,4,0.8,1433.2,train_PF 1.9677 < 2.0
OBV_Velocity:lo + Sqz_Val:lo + Micro_AutoCorr:hi,LONG,32,28,1.4138,6,5,0.8333,299.4,train_PF 1.4138 < 2.0
OBV_Velocity:hi + Micro_MomoTransfer:hi + OR_Position:hi,SHORT,8,8,inf,4,4,1.0,138.6,trades 8 < 12
OBV_Velocity:lo + Micro_Rejection:lo + Micro_VolAccel:lo,LONG,7,6,0.8392,4,3,0.75,-24.6,trades 7 < 12
OBV_Velocity:hi + OR_High_Dist_ATR:hi + VAH_Side:==-1,SHORT,12,12,inf,2,2,1.0,262.4,buckets_present 2 < 3
KAMA_Dist:hi + KAMA_Dist_ATR:hi + Body_Size:lo,SHORT,5,5,inf,4,4,1.0,413.7,trades 5 < 12
KAMA_Dist_ATR:hi + Micro_AutoCorr:hi + Micro_Hurst:hi,SHORT,6,6,inf,2,2,1.0,380.1,trades 6 < 12
EMA_Oscillator:hi + Body_Size:lo + RangeOsc_State:==-1,LONG,10,9,10.1946,4,3,0.75,477.2,trades 10 < 12
Harmonic_LLEMA:hi + Micro_IBSP:hi + Lower_Wick:lo,SHORT,9,8,11.95,5,5,1.0,416.1,trades 9 < 12
Harmonic_LLEMA:hi + Micro_ThrustEff:hi + PrevDay_Low_Dist_ATR:hi,SHORT,6,5,10.5821,1,1,1.0,385.2,trades 6 < 12
Harmonic_LLEMA:lo + Micro_VolAccel:hi + OBVf_Signal:==1,LONG,9,7,1.4191,2,1,0.5,66.3,trades 9 < 12
Sqz_Val:hi + Micro_MomoTransfer:lo + ST_Flip_Event:==1,LONG,6,5,1.7454,4,3,0.75,65.0,trades 6 < 12
RangeOsc_Val:lo + Volume_Ratio_10:hi + Micro_Hurst:hi,LONG,6,6,inf,4,4,1.0,344.9,trades 6 < 12
RangeOsc_Val:lo + Micro_CSSpread:hi + PoC_Side:==1,LONG,10,9,5.1156,3,3,1.0,363.0,trades 10 < 12
RangeOsc_Val:lo + Micro_FractalDim:hi + TChan_A15:hi,LONG,6,5,3.0552,3,2,0.6667,126.6,trades 6 < 12
RangeOsc_Val:hi + Micro_Hurst:hi + DailyOpen_Side:==-1,SHORT,6,6,inf,3,3,1.0,100.5,trades 6 < 12
Volume_Ratio_10:hi + Momentum_Value:hi + ADX_Rising:==1,SHORT,14,12,2.5722,5,3,0.6,332.2,bucket_profit_frac 0.600 < 0.667 (3/5)
Volume_Ratio_10:lo + Momentum_Value:lo + RangeOsc_State:==-1,LONG,4,3,1.1084,2,1,0.5,8.0,trades 4 < 12
Volume_Ratio_10:lo + MultiDay_Position:hi + Volume:hi,SHORT,19,16,2.3703,5,3,0.6,282.0,bucket_profit_frac 0.600 < 0.667 (3/5)
Volume_Ratio_10:lo + ADX_Value:lo + ST_Flip_Event:==1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Volume_Ratio_10:lo + OR_Position:lo + ST_Flip_Event:==1,SHORT,2,1,0.2634,1,0,0.0,-68.5,trades 2 < 12
Momentum_Value:lo + Micro_FailedBreak:hi + TChan_A15:hi,LONG,30,27,1.5122,6,5,0.8333,235.1,train_PF 1.5122 < 2.0
Momentum_Value:lo + MultiDay_Slope:hi + Body_Size:hi,LONG,28,24,1.8113,5,4,0.8,375.4,train_PF 1.8113 < 2.0
Momentum_Value:lo + VWAP_Sigma:lo + PoC_Side:==1,LONG,10,10,inf,3,3,1.0,545.0,trades 10 < 12
Efficiency_Ratio:lo + PrevDay_Close_Dist_ATR:hi + ST_Flip_Event:==1,SHORT,2,1,0.1949,2,1,0.5,-41.3,trades 2 < 12
Efficiency_Ratio:hi + MultiDay_Position:lo + Session_Low_Side:==0,SHORT,12,10,1.9307,6,5,0.8333,284.8,train_PF 1.9307 < 2.0
Dist_To_PoC_ATR:lo + Session_Low_Dist_ATR:hi + AT_Regime_LT:==0,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_Amihud:hi + DailyOpen_Dist_ATR:hi + ST_Flip_Event:==-1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_AutoCorr:hi + Micro_FractalDim:hi + Micro_VPIN:hi,SHORT,4,4,inf,3,3,1.0,94.8,trades 4 < 12
Micro_BarOverlap:hi + Micro_FailedBreak:hi + Micro_Rejection:lo,LONG,5,5,inf,3,3,1.0,256.9,trades 5 < 12
Micro_BarOverlap:hi + Micro_HLAsymmetry:lo + Micro_Hurst:hi,SHORT,28,23,1.5777,6,5,0.8333,329.0,train_PF 1.5777 < 2.0
Micro_CSSpread:hi + Micro_VolOfVol:hi + ST_Flip_Event:==-1,LONG,4,4,inf,4,4,1.0,192.1,trades 4 < 12
Micro_Entropy:hi + Micro_FractalDim:hi + Micro_Hurst:hi,SHORT,10,9,5.6134,3,2,0.6667,352.0,trades 10 < 12
Micro_Entropy:hi + Lower_Wick:hi + ST_Flip_Event:==-1,LONG,8,8,inf,4,4,1.0,343.2,trades 8 < 12
Micro_GarmanKlass:lo + Micro_VolOfVol:hi + OR_High_Side:==1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_GarmanKlass:hi + Body_Size:lo + VWAP_Sigma:lo,SHORT,8,7,5.5362,4,3,0.75,263.1,trades 8 < 12
Micro_Hurst:lo + Micro_MicroGap:lo + Micro_ThrustEff:hi,SHORT,13,11,2.4004,4,2,0.5,221.4,bucket_profit_frac 0.500 < 0.667 (2/4)
Micro_Hurst:hi + PrevDay_Low_Dist_ATR:hi + VAL_Side:==-1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_MicroGap:lo + Micro_ThrustEff:hi + RangeOsc_State:==-1,LONG,12,10,1.512,4,3,0.75,132.8,train_PF 1.512 < 2.0
Micro_MomoTransfer:lo + PrevDay_Close_Dist_ATR:hi + ST_Flip_Event:==1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_OrderFlowDelta:hi + VWAP_Sigma_ATR:hi + ST_Flip_Event:==1,LONG,2,2,inf,1,1,1.0,40.7,trades 2 < 12
Micro_Rejection:hi + Micro_ThrustEff:hi + Upper_Wick:hi,LONG,27,21,1.1574,6,5,0.8333,162.2,train_PF 1.1574 < 2.0
Micro_Rejection:lo + D2D_Signal:==1 + RangeOsc_State:==-2,LONG,4,4,inf,2,2,1.0,1264.4,trades 4 < 12
Micro_RollProxy:hi + VWAP_Dist_ATR:lo + OR_Low_Dist_ATR:hi,LONG,8,5,0.5263,2,0,0.0,-199.7,trades 8 < 12
Micro_RollProxy:lo + OR_Low_Dist_ATR:hi + VWAP_Sigma:lo,LONG,8,7,3.5965,1,1,1.0,118.4,trades 8 < 12
Micro_TickIntensity:lo + PrevDay_Close_Dist_ATR:hi + ST_Flip_Event:==1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_WickImbalance:lo + Session_High_Dist_ATR:hi + VA_Position:hi,SHORT,7,7,inf,2,2,1.0,377.0,trades 7 < 12
VWAP_Dist_ATR:hi + Session_High_Dist_ATR:hi + AT_Regime_LT:==0,SHORT,5,4,3.9571,2,1,0.5,144.6,trades 5 < 12
VWAP_Dist_ATR:hi + OR_Position:lo + AT_Regime_LT:==0,SHORT,4,4,inf,1,1,1.0,193.5,trades 4 < 12
VAL_Dist_ATR:lo + ADX_Value:hi + TChan_A15:lo,LONG,1,1,inf,1,1,1.0,52.5,trades 1 < 12
PrevDay_Low_Dist_ATR:hi + OR_Low_Dist_ATR:hi + RangeOsc_State:==-1,LONG,1,1,inf,1,1,1.0,47.0,trades 1 < 12
PrevDay_Low_Dist_ATR:hi + OR_Position:hi + VWAP_Side:==-1,SHORT,2,1,0.2969,1,0,0.0,-40.5,trades 2 < 12
PrevDay_Low_Dist_ATR:hi + ADX_Rising:==0 + PrevDay_Low_Side:==-1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Session_High_Dist_ATR:hi + VWAP_Z:lo + D2D_Signal:==0,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
MultiDay_Slope:lo + Upper_Wick:hi + D2D_Signal:==1,LONG,12,10,1.1634,5,3,0.6,77.1,train_PF 1.1634 < 2.0
Sqz_State:==-1 + RangeOsc_State:==2 + ST_Flip_Event:==1,SHORT,11,11,inf,4,4,1.0,241.1,trades 11 < 12
ATR_1M:hi + VWAP_Dist_ATR:hi + PrevDay_High_Dist_ATR:hi,SHORT,33,28,1.4325,4,3,0.75,178.5,train_PF 1.4325 < 2.0
Bar_Range:hi + Slope_EMA_LT:lo + RangeOsc_State:==1,SHORT,9,7,1.0616,5,3,0.6,8.1,trades 9 < 12
Bar_Range:lo + Slope_Accel_LT:lo + TChan_A15:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Bar_Range:lo + Micro_HLAsymmetry:hi + OR_Position:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_ATR:lo + OR_High_Dist_ATR:hi + ADX_Value:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_ATR_MA:hi + Volume_Ratio_10:lo + Round_100_Dist_ATR:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_ATR_MA:hi + Round_100_Dist_ATR:hi + OR_High_Side:==-1,SHORT,9,7,2.7459,1,1,1.0,150.5,trades 9 < 12
D2D_Dynamic_Sensitivity:lo + D2D_Persist:hi + ADX_Value:lo,LONG,6,5,5.1353,3,3,1.0,415.6,trades 6 < 12
D2D_Dynamic_Sensitivity:lo + Micro_TickIntensity:hi + VWAP_Z:hi,LONG,8,8,inf,5,5,1.0,259.6,trades 8 < 12
D2D_Dynamic_Sensitivity:lo + DailyOpen_Dist_ATR:hi + WeeklyOpen_Dist_ATR:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_Persist:hi + Volume_Ratio_10:lo + PrevDay_Low_Dist_ATR:lo,SHORT,1,1,inf,1,1,1.0,19.6,trades 1 < 12
D2D_Persist:lo + Micro_BarOverlap:hi + VWAP_Dist_ATR:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_Up_Count:hi + Micro_Entropy:lo + Sqz_State:==1,LONG,11,8,3.3101,5,3,0.6,1502.0,trades 11 < 12
AT_Lookback_LT:hi + Slope_Accel_LT:hi + Micro_IBSP:hi,LONG,15,12,1.615,3,1,0.3333,229.4,train_PF 1.615 < 2.0
AT_Lookback_LT:hi + Session_High_Dist_ATR:lo + RangeOsc_State:==-2,LONG,11,9,5.8872,5,3,0.6,1251.6,trades 11 < 12
AT_Lookback_LT:hi + OBVf_Signal:==-1 + PrevDay_Low_Side:==-1,LONG,23,18,3.3553,2,1,0.5,1523.4,buckets_present 2 < 3
AT_Score_ST:hi + DailyOpen_Dist_ATR:hi + VWAP_Sigma_ATR:lo,LONG,1,1,inf,1,1,1.0,34.8,trades 1 < 12
AT_Score_ST:lo + Lower_Wick:hi + OR_Low_Side:==-1,LONG,18,14,0.7518,5,3,0.6,-173.8,train_PF 0.7518 < 2.0
AT_Slope_ST:hi + Micro_Rejection:lo + Session_High_Dist_ATR:hi,SHORT,11,11,inf,3,3,1.0,462.8,trades 11 < 12
AT_Slope_ST:hi + Session_High_Dist_ATR:hi + WeeklyOpen_Side:==1,SHORT,9,8,9.0049,3,2,0.6667,324.2,trades 9 < 12
Bars_Since_Flip:hi + ADX_Value:lo + VWAP_Z:lo,SHORT,8,7,1.1451,5,4,0.8,16.6,trades 8 < 12
Slope_EMA_LT:lo + Micro_MicroGap:lo + RangeOsc_State:==-1,LONG,39,34,1.5356,6,5,0.8333,429.0,train_PF 1.5356 < 2.0
Slope_Accel_LT:hi + OBV_Macd:lo + PrevDay_Low_Side:==-1,LONG,32,28,1.9513,5,5,1.0,712.7,train_PF 1.9513 < 2.0
Slope_Accel_LT:lo + Volume_Ratio_10:lo + Micro_AutoCorr:hi,SHORT,3,3,inf,2,2,1.0,64.2,trades 3 < 12
Slope_Accel_LT:lo + Micro_AutoCorr:hi + OBVf_Signal:==-1,LONG,11,10,19.2134,5,5,1.0,1032.7,trades 11 < 12
Slope_Accel_LT:lo + Micro_BarOverlap:lo + MultiDay_Slope:lo,LONG,5,5,inf,4,4,1.0,140.7,trades 5 < 12
Slope_Accel_LT:hi + Micro_CSSpread:lo + Harmonic_OBVf_Concordance:==1,SHORT,2,2,inf,2,2,1.0,34.6,trades 2 < 12
Slope_Accel_LT:hi + Micro_HLAsymmetry:lo + RangeOsc_State:==-2,LONG,32,27,1.6904,6,5,0.8333,395.2,train_PF 1.6904 < 2.0
Slope_Accel_LT:hi + Micro_Lambda:hi + OR_Low_Side:==-1,SHORT,10,9,3.017,5,5,1.0,308.6,trades 10 < 12
Slope_Accel_LT:lo + Micro_MomoTransfer:lo + Micro_WickImbalance:lo,LONG,4,4,inf,3,3,1.0,157.3,trades 4 < 12
Slope_Accel_LT:lo + Micro_VolAccel:lo + MultiDay_Slope:lo,LONG,3,3,inf,3,3,1.0,143.3,trades 3 < 12
Slope_Accel_LT:hi + VAH_Dist_ATR:lo + D2D_DirStep:==1,SHORT,3,2,3.896,2,1,0.5,172.6,trades 3 < 12
OBV_Macd:lo + PrevDay_Low_Dist_ATR:hi + OR_Low_Side:==1,LONG,6,5,1.1108,3,2,0.6667,11.8,trades 6 < 12
OBV_Macd:lo + Round_100_Dist_ATR:lo + RangeOsc_State:==2,LONG,40,33,2.1424,6,3,0.5,1182.0,bucket_profit_frac 0.500 < 0.667 (3/6)
OBV_Macd:hi + VWAP_Sigma_ATR:hi + PrevDay_Low_Side:==-1,SHORT,8,8,inf,3,3,1.0,319.3,trades 8 < 12
OBV_Macd:lo + VWAP_Sigma:lo + Harmonic_OBVf_Concordance:==0,LONG,10,8,1.3934,5,3,0.6,99.8,trades 10 < 12
OBV_Velocity:hi + KAMA_Slope:lo + Micro_BarEntropy:hi,SHORT,11,9,1.6585,3,2,0.6667,91.6,trades 11 < 12
OBV_Velocity:hi + Micro_Amihud:hi + RangeOsc_State:==2,SHORT,7,7,inf,2,2,1.0,231.1,trades 7 < 12
OBV_Velocity:hi + Micro_RollProxy:hi + Lower_Wick:lo,SHORT,9,9,inf,4,4,1.0,166.3,trades 9 < 12
OBV_Velocity:lo + Micro_WickImbalance:hi + PrevDay_Low_Side:==-1,LONG,8,7,3.5895,5,4,0.8,457.3,trades 8 < 12
OBV_Velocity:hi + PrevDay_Low_Dist_ATR:lo + Round_1000_Dist_ATR:hi,LONG,2,2,inf,1,1,1.0,188.6,trades 2 < 12
OBV_Velocity:hi + PrevDay_Low_Dist_ATR:hi + D2D_Signal:==1,LONG,1,1,inf,1,1,1.0,43.7,trades 1 < 12
OBVf_DirStepCount:lo + KAMA_Dist_ATR:hi + Sqz_Val:lo,LONG,11,10,1.4677,3,2,0.6667,79.6,trades 11 < 12
OBVf_DirStepCount:hi + Micro_Hurst:hi + PrevDay_High_Side:==1,SHORT,10,9,2.8425,3,2,0.6667,117.0,trades 10 < 12
OBVf_DirStepCount:lo + Micro_TickIntensity:hi + VWAP_Z:hi,LONG,9,7,2.6493,3,2,0.6667,126.5,trades 9 < 12
KAMA_Dist:lo + Micro_LogReturn:lo + RangeOsc_State:==2,LONG,19,17,5.7868,5,3,0.6,1212.5,bucket_profit_frac 0.600 < 0.667 (3/5)
KAMA_Dist:hi + VA_Position:lo + PrevDay_Low_Side:==-1,LONG,12,11,1.5029,3,2,0.6667,112.6,train_PF 1.5029 < 2.0
KAMA_Dist_ATR:hi + Micro_ThrustEff:hi + Round_100_Dist_ATR:hi,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
KAMA_Dist_ATR:hi + Round_100_Dist_ATR:hi + ADX_Value:lo,SHORT,1,1,inf,1,1,1.0,73.3,trades 1 < 12
KAMA_Dist_ATR:hi + Harmonic_OBVf_Concordance:==1 + AT_Regime_ST:==1,SHORT,2,2,inf,2,2,1.0,39.3,trades 2 < 12
Harmonic_LLEMA:hi + Micro_VPIN:lo + PrevDay_Low_Dist_ATR:lo,SHORT,9,9,inf,3,3,1.0,229.7,trades 9 < 12
Harmonic_LLEMA:lo + PrevDay_Low_Dist_ATR:lo + AT_Regime_LT:==1,LONG,10,9,2.271,4,3,0.75,182.9,trades 10 < 12
Sqz_Val:lo + Micro_Lambda:hi + VWAP_Sigma:lo,LONG,4,4,inf,2,2,1.0,238.4,trades 4 < 12
Sqz_Val:hi + VWAP_Dist_ATR:hi + Lower_Wick:lo,SHORT,3,3,inf,2,2,1.0,114.7,trades 3 < 12
RangeOsc_Val:lo + Volume_Avg_10:lo + Micro_VPIN:hi,LONG,1,1,inf,1,1,1.0,54.0,trades 1 < 12
RangeOsc_Val:lo + Micro_BarOverlap:hi + Micro_FractalDim:hi,LONG,6,5,2.1786,4,3,0.75,72.6,trades 6 < 12
RangeOsc_Val:hi + Micro_FailedBreak:hi + MultiDay_Position:lo,SHORT,7,7,inf,2,2,1.0,145.5,trades 7 < 12
RangeOsc_Val:lo + Session_High_Dist_ATR:hi + WeeklyOpen_Dist_ATR:lo,LONG,3,2,0.2978,2,1,0.5,-77.1,trades 3 < 12
RangeOsc_Val:hi + MultiDay_Position:lo + DailyOpen_Side:==1,SHORT,6,6,inf,3,3,1.0,190.9,trades 6 < 12
RangeOsc_Val:lo + Body_Size:hi + Upper_Wick:lo,LONG,9,9,inf,5,5,1.0,428.1,trades 9 < 12
Momentum_Value:hi + Micro_IBSP:lo + Micro_ThrustEff:lo,SHORT,14,12,1.3874,6,5,0.8333,101.5,train_PF 1.3874 < 2.0
Momentum_Value:lo + Micro_VolAccel:lo + Lower_Wick:lo,LONG,7,7,inf,5,5,1.0,148.0,trades 7 < 12
Efficiency_Ratio:hi + VWAP_Z:lo + Session_Low_Side:==0,SHORT,14,11,1.4647,6,5,0.8333,195.7,train_PF 1.4647 < 2.0
Micro_Amihud:hi + VAL_Dist_ATR:hi + D2D_Signal:==1,LONG,4,4,inf,1,1,1.0,192.4,trades 4 < 12
Micro_Amihud:hi + RangeOsc_State:==-1 + ST_Flip_Event:==-1,LONG,5,5,inf,5,5,1.0,227.2,trades 5 < 12
Micro_BarEntropy:hi + Micro_GarmanKlass:lo + Micro_IBSP:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_BarEntropy:hi + Micro_Hurst:hi + Micro_IBSP:hi,SHORT,3,2,0.6231,3,2,0.6667,-19.6,trades 3 < 12
Micro_BarOverlap:hi + PrevDay_Low_Dist_ATR:lo + ST_Flip_Event:==1,LONG,9,9,inf,3,3,1.0,617.1,trades 9 < 12
Micro_FailedBreak:lo + Micro_RangeVelocity:hi + Body_Size:lo,SHORT,11,9,1.2146,5,3,0.6,26.4,trades 11 < 12
Micro_IBSP:lo + TChan_A15:hi + VWAP_Sigma:lo,LONG,10,9,3.1454,4,3,0.75,280.4,trades 10 < 12
Micro_IBSP:lo + PoC_Side:==0 + PrevDay_Close_Side:==1,SHORT,3,3,inf,3,3,1.0,84.2,trades 3 < 12
Micro_MicroGap:lo + PoC_Side:==0 + AT_Regime_LT:==0,SHORT,6,5,4.7049,2,2,1.0,413.1,trades 6 < 12
Micro_RangeAccel:hi + Micro_RangeVelocity:lo + Micro_VPIN:lo,LONG,25,20,1.3862,6,5,0.8333,250.3,train_PF 1.3862 < 2.0
Micro_RangeVelocity:lo + Micro_VPIN:lo + ST_Flip_Event:==-1,SHORT,9,8,2.0549,4,3,0.75,161.4,trades 9 < 12
Micro_TickIntensity:lo + Body_Size:lo + PoC_Side:==-1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_WickImbalance:hi + TChan_A15:lo + ST_Flip_Event:==-1,SHORT,4,4,inf,3,3,1.0,187.8,trades 4 < 12
VWAP_Dist_ATR:lo + DailyOpen_Dist_ATR:hi + Round_100_Dist_ATR:lo,LONG,1,1,inf,1,1,1.0,162.4,trades 1 < 12
PrevDay_High_Dist_ATR:hi + Upper_Wick:hi + ST_Flip_Event:==1,SHORT,4,3,0.77,3,2,0.6667,-11.8,trades 4 < 12
PrevDay_Close_Dist_ATR:hi + DailyOpen_Dist_ATR:lo + Harmonic_OBVf_Concordance:==0,LONG,2,2,inf,1,1,1.0,464.0,trades 2 < 12
DailyOpen_Dist_ATR:hi + Body_Size:lo + OR_Position:hi,SHORT,10,9,8.2209,4,3,0.75,441.2,trades 10 < 12
Round_500_Dist_ATR:lo + Session_High_Dist_ATR:hi + OR_High_Side:==1,SHORT,4,4,inf,1,1,1.0,47.9,trades 4 < 12
OR_High_Dist_ATR:hi + ADX_Value:hi + OBVf_Signal:==1,SHORT,6,6,inf,3,3,1.0,105.0,trades 6 < 12
Session_High_Dist_ATR:lo + Body_Size:lo + PrevDay_High_Side:==1,SHORT,7,7,inf,3,3,1.0,601.0,trades 7 < 12
VWAP_Sigma:lo + AT_Regime_LT:==1 + PrevDay_High_Side:==1,LONG,5,5,inf,4,4,1.0,293.8,trades 5 < 12
ATR_1M:hi + D2D_Dynamic_Sensitivity:lo + VAH_Dist_ATR:hi,LONG,17,13,1.4088,4,3,0.75,251.8,train_PF 1.4088 < 2.0
D2D_ATR:hi + AT_Score_ST:lo + Micro_RollProxy:hi,LONG,31,27,1.8451,6,4,0.6667,463.1,train_PF 1.8451 < 2.0
D2D_ATR:lo + Sqz_Val:lo + Micro_VPIN:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_ATR_MA:lo + Micro_PriceAccel:hi + OR_High_Side:==1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_ATR_MA:hi + PrevDay_Close_Dist_ATR:hi + OR_High_Side:==0,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_Dn_Count:hi + VWAP_Sigma:hi + Harmonic_OBVf_Concordance:==1,SHORT,8,7,2.0314,4,3,0.75,157.8,trades 8 < 12
D2D_Dynamic_Sensitivity:lo + Sqz_Val:lo + Sqz_State:==-1,LONG,7,6,0.7899,4,3,0.75,-61.6,trades 7 < 12
D2D_Dynamic_Sensitivity:lo + Micro_Amihud:lo + Micro_BarOverlap:hi,LONG,7,7,inf,4,4,1.0,432.3,trades 7 < 12
D2D_Persist:hi + AT_Score_LT:lo + Micro_Amihud:lo,SHORT,5,5,inf,3,3,1.0,149.3,trades 5 < 12
D2D_Persist:hi + RangeOsc_Val:lo + AT_Regime_ST:==1,SHORT,4,4,inf,3,3,1.0,96.6,trades 4 < 12
D2D_Persist:hi + Micro_BarEntropy:hi + DailyOpen_Dist_ATR:hi,SHORT,4,4,inf,3,3,1.0,47.0,trades 4 < 12
D2D_Persist:lo + Session_Low_Dist_ATR:hi + OBVf_Signal:==1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_Up_Count:hi + AT_Lookback_LT:hi + OBV_Macd:lo,LONG,10,9,9.353,4,4,1.0,1597.1,trades 10 < 12
D2D_Up_Count:hi + AT_Lookback_LT:hi + Micro_MomoTransfer:lo,LONG,6,4,4.5432,3,2,0.6667,979.7,trades 6 < 12
D2D_Up_Count:hi + AT_Slope_ST:hi + RangeOsc_State:==-2,LONG,11,11,inf,4,4,1.0,993.4,trades 11 < 12
AT_Lookback_LT:hi + Slope_Accel_LT:hi + OR_Low_Dist_ATR:hi,LONG,5,4,1.1457,3,2,0.6667,9.6,trades 5 < 12
AT_Lookback_LT:hi + Slope_Accel_LT:hi + MultiDay_Position:hi,LONG,12,10,1.8008,4,2,0.5,176.1,train_PF 1.8008 < 2.0
AT_Score_LT:hi + Bars_Since_Flip:lo + OBVf_DirStepCount:lo,SHORT,3,2,1.3471,3,2,0.6667,53.1,trades 3 < 12
AT_Score_LT:lo + Slope_Accel_ST:hi + WeeklyOpen_Dist_ATR:hi,LONG,6,6,inf,3,3,1.0,123.8,trades 6 < 12
AT_Score_LT:hi + Efficiency_Ratio:lo + WeeklyOpen_Dist_ATR:lo,SHORT,4,4,inf,2,2,1.0,242.1,trades 4 < 12
AT_Score_ST:lo + Micro_Amihud:hi + Micro_RollProxy:hi,LONG,12,10,1.0007,4,3,0.75,0.3,train_PF 1.0007 < 2.0
AT_Score_ST:lo + Micro_IBSP:lo + Micro_ThrustEff:lo,LONG,7,7,inf,4,4,1.0,240.0,trades 7 < 12
AT_Score_ST:lo + Harmonic_OBVf_Concordance:==0 + VAL_Side:==-1,SHORT,7,6,0.7112,2,1,0.5,-43.2,trades 7 < 12
AT_Slope_ST:hi + Slope_Accel_LT:lo + OR_Position:hi,SHORT,17,14,1.4562,4,3,0.75,152.6,train_PF 1.4562 < 2.0
AT_Slope_ST:hi + Micro_Entropy:hi + Micro_OrderFlowDelta:hi,SHORT,16,13,1.0303,6,3,0.5,7.5,train_PF 1.0303 < 2.0
AT_Slope_ST:lo + Micro_Lambda:lo + VWAP_Side:==1,LONG,39,32,1.7232,6,5,0.8333,443.6,train_PF 1.7232 < 2.0
